QT-TEST-001|157.5|150.0|7.5|1756333512142
QT-2025-0828-224|262.5|250.0|12.5|1756333175063
QT-2025-0828-233|189.0|180.0|9.0|1756333124521
QT-2025-0828-108|0.0|0.0|0.0|1756328135464
QT-2025-0828-838|0.0|0.0|0.0|1756327872363
QT-2025-0827-966|0.0|0.0|0.0|1756316829441
QT-2025-0827-825|455.5824|333.76|21.6944|1756298890665
QT-2025-0827-799|5578.5912|4086.88|265.6472|1756292949852
QT-COLOR-TEST|2100.0|2000.0|100.0|1756241563740
QT-2025-0823-805|401.7468|294.32|19.1308|1755912981661
